case_id,resource,activity,start_time,end_time
109,Loan Officer-000002,Design loan offer,2023-02-20 07:09:01.999000+00:00,2023-02-20 07:19:08.079000+00:00
105,Loan Officer-000004,Design loan offer,2023-02-17 14:22:28.411000+00:00,2023-02-20 07:22:47.531000+00:00
108,Clerk-000001,Cancel application,2023-02-20 07:18:17.283000+00:00,2023-02-20 07:23:17.283000+00:00
110,Clerk-000008,Check credit history,2023-02-20 07:13:33.826000+00:00,2023-02-20 07:25:08.853000+00:00
109,Senior Officer-000001,Approve loan offer,2023-02-20 07:19:08.079000+00:00,2023-02-20 07:39:08.079000+00:00
105,Senior Officer-000002,Approve loan offer,2023-02-20 07:22:47.531000+00:00,2023-02-20 07:42:47.531000+00:00
109,Clerk-000005,Cancel application,2023-02-20 07:39:08.079000+00:00,2023-02-20 07:44:08.079000+00:00
105,Clerk-000007,Approve application,2023-02-20 07:42:47.531000+00:00,2023-02-20 07:47:47.531000+00:00
111,Clerk-000003,Check application form completeness,2023-02-20 07:30:00+00:00,2023-02-20 07:51:59.356000+00:00
110,Appraiser-000002,Appraise property,2023-02-20 07:13:33.826000+00:00,2023-02-20 07:58:17.213000+00:00
112,Clerk-000002,Check application form completeness,2023-02-20 08:00:00+00:00,2023-02-20 08:07:52.463000+00:00
111,AML Investigator-000002,AML check,2023-02-20 07:51:59.356000+00:00,2023-02-20 08:15:15.391000+00:00
110,Loan Officer-000001,Assess loan risk,2023-02-20 07:58:17.213000+00:00,2023-02-20 08:18:17.213000+00:00
110,Clerk-000001,Reject application,2023-02-20 08:18:17.213000+00:00,2023-02-20 08:28:17.213000+00:00
113,Clerk-000008,Check application form completeness,2023-02-20 08:30:00+00:00,2023-02-20 08:30:04.037000+00:00
112,Appraiser-000002,Appraise property,2023-02-20 08:07:52.463000+00:00,2023-02-20 08:48:58.064000+00:00
113,AML Investigator-000002,AML check,2023-02-20 08:30:04.037000+00:00,2023-02-20 08:54:06.658000+00:00
112,Clerk-000006,Check credit history,2023-02-20 08:07:52.463000+00:00,2023-02-20 08:54:10.098000+00:00
114,Clerk-000007,Check application form completeness,2023-02-20 09:00:00+00:00,2023-02-20 09:00:49.983000+00:00
114,Clerk-000003,Return application back to applicant,2023-02-20 09:00:49.983000+00:00,2023-02-20 09:05:49.983000+00:00
113,Clerk-000005,Check credit history,2023-02-20 08:30:04.037000+00:00,2023-02-20 09:10:50.916000+00:00
113,Appraiser-000002,Appraise property,2023-02-20 08:48:58.064000+00:00,2023-02-20 09:20:30.460000+00:00
112,AML Investigator-000001,AML check,2023-02-20 08:07:52.463000+00:00,2023-02-20 09:27:48.943000+00:00
115,Clerk-000002,Check application form completeness,2023-02-20 09:30:00+00:00,2023-02-20 09:35:39.098000+00:00
113,Loan Officer-000003,Assess loan risk,2023-02-20 09:20:30.460000+00:00,2023-02-20 09:40:30.460000+00:00
115,AML Investigator-000002,AML check,2023-02-20 09:35:39.098000+00:00,2023-02-20 09:43:19.066000+00:00
115,Appraiser-000002,Appraise property,2023-02-20 09:35:39.098000+00:00,2023-02-20 09:44:53.502000+00:00
112,Loan Officer-000002,Assess loan risk,2023-02-20 09:27:48.943000+00:00,2023-02-20 09:47:48.943000+00:00
113,Clerk-000008,Reject application,2023-02-20 09:40:30.460000+00:00,2023-02-20 09:50:30.460000+00:00
111,Clerk-000004,Check credit history,2023-02-20 07:51:59.356000+00:00,2023-02-20 09:50:55.655000+00:00
112,Clerk-000006,Reject application,2023-02-20 09:47:48.943000+00:00,2023-02-20 09:57:48.943000+00:00
115,Clerk-000001,Check credit history,2023-02-20 09:35:39.098000+00:00,2023-02-20 09:59:45.686000+00:00
111,Appraiser-000001,Appraise property,2023-02-20 07:51:59.356000+00:00,2023-02-20 10:01:05.108000+00:00
114,Applicant-000001,Applicant completes form,2023-02-20 09:05:49.983000+00:00,2023-02-20 10:05:49.983000+00:00
114,Clerk-000003,Check application form completeness,2023-02-20 10:05:49.983000+00:00,2023-02-20 10:08:20.041000+00:00
116,Clerk-000007,Check application form completeness,2023-02-20 10:00:00+00:00,2023-02-20 10:08:47.187000+00:00
116,Clerk-000002,Return application back to applicant,2023-02-20 10:08:47.187000+00:00,2023-02-20 10:13:47.187000+00:00
114,Clerk-000005,Check credit history,2023-02-20 10:08:20.041000+00:00,2023-02-20 10:14:52.216000+00:00
115,Loan Officer-000004,Assess loan risk,2023-02-20 09:59:45.686000+00:00,2023-02-20 10:19:45.686000+00:00
111,Loan Officer-000001,Assess loan risk,2023-02-20 10:01:05.108000+00:00,2023-02-20 10:21:05.108000+00:00
114,Appraiser-000002,Appraise property,2023-02-20 10:08:20.041000+00:00,2023-02-20 10:27:08.714000+00:00
111,Loan Officer-000003,Design loan offer,2023-02-20 10:21:05.108000+00:00,2023-02-20 10:28:22.984000+00:00
115,Clerk-000008,Reject application,2023-02-20 10:19:45.686000+00:00,2023-02-20 10:29:45.686000+00:00
111,Senior Officer-000001,Approve loan offer,2023-02-20 10:28:22.984000+00:00,2023-02-20 10:48:22.984000+00:00
111,Clerk-000006,Cancel application,2023-02-20 10:48:22.984000+00:00,2023-02-20 10:53:22.984000+00:00
117,Clerk-000004,Check application form completeness,2023-02-20 10:30:00+00:00,2023-02-20 11:00:27.038000+00:00
117,Clerk-000003,Return application back to applicant,2023-02-20 11:00:27.038000+00:00,2023-02-20 11:05:27.038000+00:00
116,Applicant-000001,Applicant completes form,2023-02-20 10:13:47.187000+00:00,2023-02-20 11:13:47.187000+00:00
116,Clerk-000007,Check application form completeness,2023-02-20 11:13:47.187000+00:00,2023-02-20 11:21:48.557000+00:00
118,Clerk-000001,Check application form completeness,2023-02-20 11:00:00+00:00,2023-02-20 11:24:13.566000+00:00
118,Clerk-000005,Check credit history,2023-02-20 11:24:13.566000+00:00,2023-02-20 11:24:47.090000+00:00
118,Appraiser-000002,Appraise property,2023-02-20 11:24:13.566000+00:00,2023-02-20 11:33:40.041000+00:00
116,Clerk-000002,Check credit history,2023-02-20 11:21:48.557000+00:00,2023-02-20 11:36:31.668000+00:00
119,Clerk-000008,Check application form completeness,2023-02-20 11:30:00+00:00,2023-02-20 11:36:42.445000+00:00
116,AML Investigator-000002,AML check,2023-02-20 11:21:48.557000+00:00,2023-02-20 11:39:56.530000+00:00
116,Appraiser-000001,Appraise property,2023-02-20 11:21:48.557000+00:00,2023-02-20 11:49:30.933000+00:00
114,AML Investigator-000001,AML check,2023-02-20 10:08:20.041000+00:00,2023-02-20 12:03:54.399000+00:00
116,Loan Officer-000002,Assess loan risk,2023-02-20 11:49:30.933000+00:00,2023-02-20 12:09:30.933000+00:00
119,AML Investigator-000001,AML check,2023-02-20 12:03:54.399000+00:00,2023-02-20 12:13:07.869000+00:00
117,Applicant-000001,Applicant completes form,2023-02-20 11:13:47.187000+00:00,2023-02-20 12:13:47.187000+00:00
120,Clerk-000004,Check application form completeness,2023-02-20 12:00:00+00:00,2023-02-20 12:16:42.909000+00:00
120,AML Investigator-000001,AML check,2023-02-20 12:16:42.909000+00:00,2023-02-20 12:17:57.353000+00:00
116,Clerk-000003,Reject application,2023-02-20 12:09:30.933000+00:00,2023-02-20 12:19:30.933000+00:00
120,Appraiser-000001,Appraise property,2023-02-20 12:16:42.909000+00:00,2023-02-20 12:23:09.175000+00:00
114,Loan Officer-000004,Assess loan risk,2023-02-20 12:03:54.399000+00:00,2023-02-20 12:23:54.399000+00:00
119,Appraiser-000002,Appraise property,2023-02-20 11:36:42.445000+00:00,2023-02-20 12:23:56.686000+00:00
114,Clerk-000005,Reject application,2023-02-20 12:23:54.399000+00:00,2023-02-20 12:33:54.399000+00:00
117,Clerk-000007,Check application form completeness,2023-02-20 12:13:47.187000+00:00,2023-02-20 12:35:28.763000+00:00
117,Clerk-000008,Check credit history,2023-02-20 12:35:28.763000+00:00,2023-02-20 12:36:04.102000+00:00
120,Clerk-000001,Check credit history,2023-02-20 12:16:42.909000+00:00,2023-02-20 12:36:27.676000+00:00
118,AML Investigator-000002,AML check,2023-02-20 11:39:56.530000+00:00,2023-02-20 12:37:50.659000+00:00
121,Clerk-000002,Check application form completeness,2023-02-20 12:30:00+00:00,2023-02-20 12:39:09.200000+00:00
117,Appraiser-000001,Appraise property,2023-02-20 12:35:28.763000+00:00,2023-02-20 12:39:54.387000+00:00
121,Appraiser-000002,Appraise property,2023-02-20 12:39:09.200000+00:00,2023-02-20 12:43:29.100000+00:00
117,AML Investigator-000001,AML check,2023-02-20 12:35:28.763000+00:00,2023-02-20 12:48:48.912000+00:00
121,AML Investigator-000002,AML check,2023-02-20 12:39:09.200000+00:00,2023-02-20 12:50:00.393000+00:00
119,Clerk-000006,Check credit history,2023-02-20 11:36:42.445000+00:00,2023-02-20 12:54:42.526000+00:00
120,Loan Officer-000001,Assess loan risk,2023-02-20 12:36:27.676000+00:00,2023-02-20 12:56:27.676000+00:00
118,Loan Officer-000003,Assess loan risk,2023-02-20 12:37:50.659000+00:00,2023-02-20 12:57:50.659000+00:00
120,Clerk-000003,Reject application,2023-02-20 12:56:27.676000+00:00,2023-02-20 13:06:27.676000+00:00
117,Loan Officer-000002,Assess loan risk,2023-02-20 12:48:48.912000+00:00,2023-02-20 13:08:48.912000+00:00
119,Loan Officer-000004,Assess loan risk,2023-02-20 12:54:42.526000+00:00,2023-02-20 13:14:42.526000+00:00
117,Loan Officer-000003,Design loan offer,2023-02-20 13:08:48.912000+00:00,2023-02-20 13:21:56.332000+00:00
118,Loan Officer-000001,Design loan offer,2023-02-20 12:57:50.659000+00:00,2023-02-20 13:23:37.251000+00:00
119,Clerk-000007,Reject application,2023-02-20 13:14:42.526000+00:00,2023-02-20 13:24:42.526000+00:00
122,Clerk-000005,Check application form completeness,2023-02-20 13:00:00+00:00,2023-02-20 13:27:39.109000+00:00
122,Clerk-000008,Check credit history,2023-02-20 13:27:39.109000+00:00,2023-02-20 13:27:57.890000+00:00
123,Clerk-000001,Check application form completeness,2023-02-20 13:30:00+00:00,2023-02-20 13:32:42.133000+00:00
123,Clerk-000002,Return application back to applicant,2023-02-20 13:32:42.133000+00:00,2023-02-20 13:37:42.133000+00:00
117,Senior Officer-000002,Approve loan offer,2023-02-20 13:21:56.332000+00:00,2023-02-20 13:41:56.332000+00:00
118,Senior Officer-000001,Approve loan offer,2023-02-20 13:23:37.251000+00:00,2023-02-20 13:43:37.251000+00:00
117,Clerk-000006,Approve application,2023-02-20 13:41:56.332000+00:00,2023-02-20 13:46:56.332000+00:00
118,Clerk-000003,Cancel application,2023-02-20 13:43:37.251000+00:00,2023-02-20 13:48:37.251000+00:00
121,Clerk-000004,Check credit history,2023-02-20 12:39:09.200000+00:00,2023-02-20 14:09:56.560000+00:00
124,Clerk-000007,Check application form completeness,2023-02-20 14:00:00+00:00,2023-02-20 14:17:37.771000+00:00
122,Appraiser-000001,Appraise property,2023-02-20 13:27:39.109000+00:00,2023-02-20 14:29:10.858000+00:00
121,Loan Officer-000002,Assess loan risk,2023-02-20 14:09:56.560000+00:00,2023-02-20 14:29:56.560000+00:00
125,Clerk-000008,Check application form completeness,2023-02-20 14:30:00+00:00,2023-02-20 14:33:10.713000+00:00
121,Loan Officer-000004,Design loan offer,2023-02-20 14:29:56.560000+00:00,2023-02-20 14:33:19.888000+00:00
123,Applicant-000001,Applicant completes form,2023-02-20 13:37:42.133000+00:00,2023-02-20 14:37:42.133000+00:00
124,Appraiser-000002,Appraise property,2023-02-20 14:17:37.771000+00:00,2023-02-20 14:49:01.546000+00:00
123,Clerk-000002,Check application form completeness,2023-02-20 14:37:42.133000+00:00,2023-02-20 14:52:08.958000+00:00
121,Senior Officer-000002,Approve loan offer,2023-02-20 14:33:19.888000+00:00,2023-02-20 14:53:19.888000+00:00
124,AML Investigator-000002,AML check,2023-02-20 14:17:37.771000+00:00,2023-02-20 14:56:16.403000+00:00
123,Clerk-000006,Check credit history,2023-02-20 14:52:08.958000+00:00,2023-02-20 14:57:21.607000+00:00
121,Clerk-000003,Approve application,2023-02-20 14:53:19.888000+00:00,2023-02-20 14:58:19.888000+00:00
125,Appraiser-000001,Appraise property,2023-02-20 14:33:10.713000+00:00,2023-02-21 07:01:27.645000+00:00
126,Clerk-000004,Check application form completeness,2023-02-20 15:00:00+00:00,2023-02-21 07:01:32.146000+00:00
123,AML Investigator-000002,AML check,2023-02-20 14:56:16.403000+00:00,2023-02-21 07:02:55.445000+00:00
124,Clerk-000005,Check credit history,2023-02-20 14:17:37.771000+00:00,2023-02-21 07:03:16.162000+00:00
125,Clerk-000001,Check credit history,2023-02-20 14:33:10.713000+00:00,2023-02-21 07:05:48.640000+00:00
126,Clerk-000007,Check credit history,2023-02-21 07:01:32.146000+00:00,2023-02-21 07:20:15.895000+00:00
122,AML Investigator-000001,AML check,2023-02-20 13:27:39.109000+00:00,2023-02-21 07:21:53.607000+00:00
124,Loan Officer-000003,Assess loan risk,2023-02-21 07:03:16.162000+00:00,2023-02-21 07:23:16.162000+00:00
123,Appraiser-000002,Appraise property,2023-02-20 14:52:08.958000+00:00,2023-02-21 07:24:01.069000+00:00
126,Appraiser-000001,Appraise property,2023-02-21 07:01:32.146000+00:00,2023-02-21 07:28:42.266000+00:00
124,Clerk-000008,Reject application,2023-02-21 07:23:16.162000+00:00,2023-02-21 07:33:16.162000+00:00
122,Loan Officer-000001,Assess loan risk,2023-02-21 07:21:53.607000+00:00,2023-02-21 07:41:53.607000+00:00
123,Loan Officer-000002,Assess loan risk,2023-02-21 07:24:01.069000+00:00,2023-02-21 07:44:01.069000+00:00
127,Clerk-000002,Check application form completeness,2023-02-21 07:30:00+00:00,2023-02-21 07:45:23.500000+00:00
127,Clerk-000003,Check credit history,2023-02-21 07:45:23.500000+00:00,2023-02-21 07:49:36.132000+00:00
123,Clerk-000006,Reject application,2023-02-21 07:44:01.069000+00:00,2023-02-21 07:54:01.069000+00:00
128,Clerk-000004,Check application form completeness,2023-02-21 08:00:00+00:00,2023-02-21 08:00:20.457000+00:00
128,Clerk-000005,Return application back to applicant,2023-02-21 08:00:20.457000+00:00,2023-02-21 08:05:20.457000+00:00
126,AML Investigator-000001,AML check,2023-02-21 07:21:53.607000+00:00,2023-02-21 08:09:56.252000+00:00
127,Appraiser-000002,Appraise property,2023-02-21 07:45:23.500000+00:00,2023-02-21 08:16:53.573000+00:00
122,Loan Officer-000004,Design loan offer,2023-02-21 07:41:53.607000+00:00,2023-02-21 08:18:01.121000+00:00
125,AML Investigator-000002,AML check,2023-02-21 07:02:55.445000+00:00,2023-02-21 08:24:23.328000+00:00
127,AML Investigator-000001,AML check,2023-02-21 08:09:56.252000+00:00,2023-02-21 08:28:53.099000+00:00
126,Loan Officer-000003,Assess loan risk,2023-02-21 08:09:56.252000+00:00,2023-02-21 08:29:56.252000+00:00
122,Senior Officer-000001,Approve loan offer,2023-02-21 08:18:01.121000+00:00,2023-02-21 08:38:01.121000+00:00
126,Clerk-000001,Reject application,2023-02-21 08:29:56.252000+00:00,2023-02-21 08:39:56.252000+00:00
122,Clerk-000008,Cancel application,2023-02-21 08:38:01.121000+00:00,2023-02-21 08:43:01.121000+00:00
125,Loan Officer-000001,Assess loan risk,2023-02-21 08:24:23.328000+00:00,2023-02-21 08:44:23.328000+00:00
127,Loan Officer-000002,Assess loan risk,2023-02-21 08:28:53.099000+00:00,2023-02-21 08:48:53.099000+00:00
125,Loan Officer-000004,Design loan offer,2023-02-21 08:44:23.328000+00:00,2023-02-21 08:56:16.762000+00:00
127,Loan Officer-000003,Design loan offer,2023-02-21 08:48:53.099000+00:00,2023-02-21 08:58:17.082000+00:00
128,Applicant-000001,Applicant completes form,2023-02-21 08:05:20.457000+00:00,2023-02-21 09:05:20.457000+00:00
130,Clerk-000002,Check application form completeness,2023-02-21 09:00:00+00:00,2023-02-21 09:11:19.372000+00:00
128,Clerk-000003,Check application form completeness,2023-02-21 09:05:20.457000+00:00,2023-02-21 09:11:52.192000+00:00
125,Senior Officer-000002,Approve loan offer,2023-02-21 08:56:16.762000+00:00,2023-02-21 09:16:16.762000+00:00
127,Senior Officer-000001,Approve loan offer,2023-02-21 08:58:17.082000+00:00,2023-02-21 09:18:17.082000+00:00
128,Appraiser-000002,Appraise property,2023-02-21 09:11:52.192000+00:00,2023-02-21 09:18:17.336000+00:00
125,Clerk-000005,Cancel application,2023-02-21 09:16:16.762000+00:00,2023-02-21 09:21:16.762000+00:00
127,Clerk-000001,Approve application,2023-02-21 09:18:17.082000+00:00,2023-02-21 09:23:17.082000+00:00
130,Appraiser-000001,Appraise property,2023-02-21 09:11:19.372000+00:00,2023-02-21 09:24:59.654000+00:00
128,Clerk-000004,Check credit history,2023-02-21 09:11:52.192000+00:00,2023-02-21 09:25:12.168000+00:00
130,AML Investigator-000002,AML check,2023-02-21 09:11:19.372000+00:00,2023-02-21 09:32:08.028000+00:00
131,Clerk-000008,Check application form completeness,2023-02-21 09:30:00+00:00,2023-02-21 09:37:14.221000+00:00
131,Clerk-000002,Check credit history,2023-02-21 09:37:14.221000+00:00,2023-02-21 09:39:08.894000+00:00
128,AML Investigator-000001,AML check,2023-02-21 09:11:52.192000+00:00,2023-02-21 09:44:17.333000+00:00
132,Clerk-000003,Check application form completeness,2023-02-21 10:00:00+00:00,2023-02-21 10:01:21.814000+00:00
131,Appraiser-000002,Appraise property,2023-02-21 09:37:14.221000+00:00,2023-02-21 10:02:36.528000+00:00
130,Clerk-000006,Check credit history,2023-02-21 09:11:19.372000+00:00,2023-02-21 10:04:08.434000+00:00
128,Loan Officer-000001,Assess loan risk,2023-02-21 09:44:17.333000+00:00,2023-02-21 10:04:17.333000+00:00
131,AML Investigator-000002,AML check,2023-02-21 09:37:14.221000+00:00,2023-02-21 10:10:37.193000+00:00
128,Clerk-000001,Reject application,2023-02-21 10:04:17.333000+00:00,2023-02-21 10:14:17.333000+00:00
132,AML Investigator-000001,AML check,2023-02-21 10:01:21.814000+00:00,2023-02-21 10:19:37.424000+00:00
130,Loan Officer-000002,Assess loan risk,2023-02-21 10:04:08.434000+00:00,2023-02-21 10:24:08.434000+00:00
130,Loan Officer-000003,Design loan offer,2023-02-21 10:24:08.434000+00:00,2023-02-21 10:27:22.481000+00:00
131,Loan Officer-000004,Assess loan risk,2023-02-21 10:10:37.193000+00:00,2023-02-21 10:30:37.193000+00:00
129,Clerk-000007,Check application form completeness,2023-02-21 08:30:00+00:00,2023-02-21 10:31:55.068000+00:00
131,Loan Officer-000001,Design loan offer,2023-02-21 10:30:37.193000+00:00,2023-02-21 10:35:20.969000+00:00
129,Appraiser-000002,Appraise property,2023-02-21 10:31:55.068000+00:00,2023-02-21 10:38:19.179000+00:00
129,Clerk-000008,Check credit history,2023-02-21 10:31:55.068000+00:00,2023-02-21 10:40:33.459000+00:00
129,AML Investigator-000002,AML check,2023-02-21 10:31:55.068000+00:00,2023-02-21 10:46:02.312000+00:00
130,Senior Officer-000002,Approve loan offer,2023-02-21 10:27:22.481000+00:00,2023-02-21 10:47:22.481000+00:00
132,Clerk-000005,Check credit history,2023-02-21 10:01:21.814000+00:00,2023-02-21 10:49:28.173000+00:00
130,Clerk-000002,Approve application,2023-02-21 10:47:22.481000+00:00,2023-02-21 10:52:22.481000+00:00
131,Senior Officer-000001,Approve loan offer,2023-02-21 10:35:20.969000+00:00,2023-02-21 10:55:20.969000+00:00
131,Clerk-000003,Approve application,2023-02-21 10:55:20.969000+00:00,2023-02-21 11:00:20.969000+00:00
132,Appraiser-000001,Appraise property,2023-02-21 10:01:21.814000+00:00,2023-02-21 11:01:58.188000+00:00
129,Loan Officer-000002,Assess loan risk,2023-02-21 10:46:02.312000+00:00,2023-02-21 11:06:02.312000+00:00
133,Clerk-000004,Check application form completeness,2023-02-21 10:30:00+00:00,2023-02-21 11:08:36.497000+00:00
129,Loan Officer-000004,Design loan offer,2023-02-21 11:06:02.312000+00:00,2023-02-21 11:17:08.542000+00:00
134,Clerk-000006,Check application form completeness,2023-02-21 11:00:00+00:00,2023-02-21 11:20:38.597000+00:00
132,Loan Officer-000003,Assess loan risk,2023-02-21 11:01:58.188000+00:00,2023-02-21 11:21:58.188000+00:00
133,Clerk-000001,Check credit history,2023-02-21 11:08:36.497000+00:00,2023-02-21 11:24:19.040000+00:00
132,Loan Officer-000001,Design loan offer,2023-02-21 11:21:58.188000+00:00,2023-02-21 11:29:09.610000+00:00
133,Appraiser-000002,Appraise property,2023-02-21 11:08:36.497000+00:00,2023-02-21 11:30:15.879000+00:00
134,AML Investigator-000002,AML check,2023-02-21 11:20:38.597000+00:00,2023-02-21 11:36:39.334000+00:00
129,Senior Officer-000002,Approve loan offer,2023-02-21 11:17:08.542000+00:00,2023-02-21 11:37:08.542000+00:00
129,Clerk-000005,Cancel application,2023-02-21 11:37:08.542000+00:00,2023-02-21 11:42:08.542000+00:00
134,Clerk-000007,Check credit history,2023-02-21 11:20:38.597000+00:00,2023-02-21 11:46:46.169000+00:00
132,Senior Officer-000001,Approve loan offer,2023-02-21 11:29:09.610000+00:00,2023-02-21 11:49:09.610000+00:00
132,Clerk-000002,Cancel application,2023-02-21 11:49:09.610000+00:00,2023-02-21 11:54:09.610000+00:00
134,Appraiser-000001,Appraise property,2023-02-21 11:20:38.597000+00:00,2023-02-21 11:54:11.106000+00:00
133,AML Investigator-000001,AML check,2023-02-21 11:08:36.497000+00:00,2023-02-21 12:11:20.750000+00:00
134,Loan Officer-000002,Assess loan risk,2023-02-21 11:54:11.106000+00:00,2023-02-21 12:14:11.106000+00:00
136,Clerk-000003,Check application form completeness,2023-02-21 12:00:00+00:00,2023-02-21 12:22:54.929000+00:00
134,Clerk-000004,Reject application,2023-02-21 12:14:11.106000+00:00,2023-02-21 12:24:11.106000+00:00
133,Loan Officer-000004,Assess loan risk,2023-02-21 12:11:20.750000+00:00,2023-02-21 12:31:20.750000+00:00
137,Clerk-000001,Check application form completeness,2023-02-21 12:30:00+00:00,2023-02-21 12:34:10.252000+00:00
137,Appraiser-000001,Appraise property,2023-02-21 12:34:10.252000+00:00,2023-02-21 12:38:30.227000+00:00
133,Loan Officer-000003,Design loan offer,2023-02-21 12:31:20.750000+00:00,2023-02-21 12:44:08.900000+00:00
136,AML Investigator-000002,AML check,2023-02-21 12:22:54.929000+00:00,2023-02-21 12:46:27.906000+00:00
138,Clerk-000007,Check application form completeness,2023-02-21 13:00:00+00:00,2023-02-21 13:00:25.591000+00:00
138,Clerk-000002,Check credit history,2023-02-21 13:00:25.591000+00:00,2023-02-21 13:01:00.291000+00:00
133,Senior Officer-000002,Approve loan offer,2023-02-21 12:44:08.900000+00:00,2023-02-21 13:04:08.900000+00:00
136,Clerk-000006,Check credit history,2023-02-21 12:22:54.929000+00:00,2023-02-21 13:07:48.172000+00:00
138,Appraiser-000001,Appraise property,2023-02-21 13:00:25.591000+00:00,2023-02-21 13:08:51.957000+00:00
133,Clerk-000003,Cancel application,2023-02-21 13:04:08.900000+00:00,2023-02-21 13:09:08.900000+00:00
138,AML Investigator-000002,AML check,2023-02-21 13:00:25.591000+00:00,2023-02-21 13:09:53.527000+00:00
137,Clerk-000005,Check credit history,2023-02-21 12:34:10.252000+00:00,2023-02-21 13:20:22.307000+00:00
135,Clerk-000008,Check application form completeness,2023-02-21 11:30:00+00:00,2023-02-21 13:20:28.604000+00:00
135,Appraiser-000001,Appraise property,2023-02-21 13:20:28.604000+00:00,2023-02-21 13:21:59.892000+00:00
138,Loan Officer-000001,Assess loan risk,2023-02-21 13:09:53.527000+00:00,2023-02-21 13:29:53.527000+00:00
138,Loan Officer-000002,Design loan offer,2023-02-21 13:29:53.527000+00:00,2023-02-21 13:31:35.509000+00:00
135,AML Investigator-000002,AML check,2023-02-21 13:20:28.604000+00:00,2023-02-21 13:34:38.924000+00:00
136,Appraiser-000002,Appraise property,2023-02-21 12:22:54.929000+00:00,2023-02-21 13:39:31.797000+00:00
135,Clerk-000004,Check credit history,2023-02-21 13:20:28.604000+00:00,2023-02-21 13:43:19.011000+00:00
138,Senior Officer-000001,Approve loan offer,2023-02-21 13:31:35.509000+00:00,2023-02-21 13:51:35.509000+00:00
139,Clerk-000001,Check application form completeness,2023-02-21 13:30:00+00:00,2023-02-21 13:53:25.689000+00:00
139,Clerk-000002,Check credit history,2023-02-21 13:53:25.689000+00:00,2023-02-21 13:56:22.868000+00:00
138,Clerk-000007,Approve application,2023-02-21 13:51:35.509000+00:00,2023-02-21 13:56:35.509000+00:00
136,Loan Officer-000004,Assess loan risk,2023-02-21 13:39:31.797000+00:00,2023-02-21 13:59:31.797000+00:00
135,Loan Officer-000003,Assess loan risk,2023-02-21 13:43:19.011000+00:00,2023-02-21 14:03:19.011000+00:00
136,Clerk-000006,Reject application,2023-02-21 13:59:31.797000+00:00,2023-02-21 14:09:31.797000+00:00
135,Clerk-000005,Reject application,2023-02-21 14:03:19.011000+00:00,2023-02-21 14:13:19.011000+00:00
140,Clerk-000003,Check application form completeness,2023-02-21 14:00:00+00:00,2023-02-21 14:15:41.626000+00:00
140,Clerk-000008,Check credit history,2023-02-21 14:15:41.626000+00:00,2023-02-21 14:22:37.070000+00:00
139,Appraiser-000001,Appraise property,2023-02-21 13:53:25.689000+00:00,2023-02-21 14:44:15.640000+00:00
140,Appraiser-000002,Appraise property,2023-02-21 14:15:41.626000+00:00,2023-02-21 14:48:03.784000+00:00
142,Clerk-000001,Check application form completeness,2023-02-21 15:00:00+00:00,2023-02-22 07:00:43.591000+00:00
142,Appraiser-000001,Appraise property,2023-02-22 07:00:43.591000+00:00,2023-02-22 07:02:39.628000+00:00
137,AML Investigator-000001,AML check,2023-02-21 12:34:10.252000+00:00,2023-02-22 07:04:42.576000+00:00
139,AML Investigator-000002,AML check,2023-02-21 13:53:25.689000+00:00,2023-02-22 07:05:51.447000+00:00
141,Clerk-000004,Check application form completeness,2023-02-21 14:30:00+00:00,2023-02-22 07:06:40.639000+00:00
140,AML Investigator-000001,AML check,2023-02-22 07:04:42.576000+00:00,2023-02-22 07:10:35.661000+00:00
142,AML Investigator-000002,AML check,2023-02-22 07:05:51.447000+00:00,2023-02-22 07:17:08.620000+00:00
141,Appraiser-000002,Appraise property,2023-02-22 07:06:40.639000+00:00,2023-02-22 07:22:25.793000+00:00
142,Clerk-000002,Check credit history,2023-02-22 07:00:43.591000+00:00,2023-02-22 07:23:04.485000+00:00
137,Loan Officer-000001,Assess loan risk,2023-02-22 07:04:42.576000+00:00,2023-02-22 07:24:42.576000+00:00
139,Loan Officer-000002,Assess loan risk,2023-02-22 07:05:51.447000+00:00,2023-02-22 07:25:51.447000+00:00
140,Loan Officer-000004,Assess loan risk,2023-02-22 07:10:35.661000+00:00,2023-02-22 07:30:35.661000+00:00
137,Clerk-000006,Reject application,2023-02-22 07:24:42.576000+00:00,2023-02-22 07:34:42.576000+00:00
139,Clerk-000005,Reject application,2023-02-22 07:25:51.447000+00:00,2023-02-22 07:35:51.447000+00:00
141,Clerk-000007,Check credit history,2023-02-22 07:06:40.639000+00:00,2023-02-22 07:41:15.492000+00:00
142,Loan Officer-000003,Assess loan risk,2023-02-22 07:23:04.485000+00:00,2023-02-22 07:43:04.485000+00:00
142,Clerk-000008,Reject application,2023-02-22 07:43:04.485000+00:00,2023-02-22 07:53:04.485000+00:00
140,Loan Officer-000001,Design loan offer,2023-02-22 07:30:35.661000+00:00,2023-02-22 07:54:24.340000+00:00
143,Clerk-000003,Check application form completeness,2023-02-22 07:30:00+00:00,2023-02-22 08:02:58.279000+00:00
143,AML Investigator-000002,AML check,2023-02-22 08:02:58.279000+00:00,2023-02-22 08:03:48.170000+00:00
141,AML Investigator-000001,AML check,2023-02-22 07:10:35.661000+00:00,2023-02-22 08:09:57.044000+00:00
140,Senior Officer-000002,Approve loan offer,2023-02-22 07:54:24.340000+00:00,2023-02-22 08:14:24.340000+00:00
